,OC,유동비율1,유동비율2,당좌비율1,당좌비율2,부채비율1,부채비율2,고정비율1,고정비율2,총자산1,총자산2,총자산회전율1,총자산회전율2,ROI1,ROI2,ROE1,ROE2,ROS1,ROS2,총자산증가율,매출액증가율,순이익증가율
94,open,82.4993731183856,69.4148797978577,78.8454239223559,64.6782152546403,128.027513255757,107.975304210732,122.405617400699,133.024376581481,4973566925,4286949266,1.00905679237442,0.980219149857324,6.31322750321692,2.35993231369396,14.395895681764,4.90807640857238,6.25656311015084,2.40755581447012,-83.9835366271862,19.4296198055664,210.364124912012
95,open,43.9431592736393,30.8766308886049,36.9202294737944,29.5723924506159,126.039148819803,119.919027059716,205.353527946344,209.276298092492,13442961624,12714753417,0.469464449316946,0.460021819312644,0.226666956674189,-5.26006753780839,0.512356059522089,-11.5678893518322,0.482820279584496,-11.4343870594397,-94.2727304013119,7.89747858937729,104.556002040877
96,open,197.598966483889,196.692361392897,196.921820173731,194.976550968619,156.84387646456,81.3659513793477,88.9269579256955,74.2352554633093,6650554350,4253249121,0.731413224222429,1.10398621604747,3.67213545138534,6.02743617189594,9.4316550423675,10.931716956942,5.02060303228619,5.45970238059276,-43.6359084361285,3.59437708633961,-4.73725352204865
97,open,76.2451633588373,67.0092145977695,69.863949169412,63.2916805842619,278.128011921964,235.014978582648,310.222195228075,269.840768559469,17881955098,15596261892,0.883951987988601,1.05566860597829,0.412046728650163,-2.81054511033085,1.55806410323435,-9.41574709943055,0.466141526066092,-2.66233654616101,-85.3446087156793,-3.99462436844476,116.809329523712
98,open,78.2011406113557,200.679073190551,75.968008988217,198.875799608239,70.3388984656083,63.4982378699965,135.420141509488,99.2534415762338,7538506130,7068978931,0.646832759158345,0.738372749579214,4.04544637546113,6.91519097413476,6.89096879397736,11.3062153880554,6.25423854649081,9.36544716483052,-93.3579205203038,-6.57890536785683,-37.6134635303035
99,open,31.9292012738261,23.08666970422,31.6782064087278,20.8352937544485,148.978700000229,123.539165623748,230.253466043428,213.927956881356,49457956389,47801982273,0.446327476258392,0.295265437788595,0.342897475718828,0.403995421982905,0.853741677378339,0.903087995458726,0.768264321509785,1.36824487487817,-96.5357626666136,56.3980270697074,-12.1830994156831
100,open,30.7166866358362,23.1874751038205,30.5523368547759,23.0314229416259,194.732042472511,158.632898162668,245.771881806938,221.84993439473,4683776547,4107513479,0.535008870481882,0.61242767987518,0.0213668604801612,-0.212774103960524,0.0629749843054307,-0.550303831612751,0.0399373947966807,-0.347427314199596,-85.9705130379683,-0.385320543286085,111.450886612565
101,open,77.1233999522336,63.0161579302688,76.6076164046673,62.4120164371165,64.0600209784237,61.2644427158484,124.638215222418,130.292690984471,10448294483,10051150966,0.501325082148338,0.445902435965859,1.30037315871086,2.62706175534723,2.13339247697883,4.2365164995619,2.59387213011236,5.89156179346007,-96.0487757238607,16.8716558741695,-48.5450307406429
102,open,29.2159563526717,29.1587725071574,28.5331400289285,28.3663934461262,-7022.58911978739,13832.0171135149,-5920.07850972962,11966.3633156248,8553901884,8476188360,0.768217713636801,0.791005527276886,-2.01662334147952,0.764339975097014,139.602548024354,106.487976135952,-2.62506748501368,0.966289044437312,-99.0831548250303,-1.99043446049558,-366.257519113124
103,open,154.753761487332,153.760518091493,153.87661542428,152.973367278558,211.12938985866,205.892896432198,147.265192354465,151.660643085377,5616996530,5504479431,0.665754044893455,0.694164047281368,0.104642649654619,0.304141040217469,0.325574037402351,0.930345837160232,0.15717914214305,0.43814000654256,-97.9558993650457,-2.13225098404043,-64.8907458709649
104,open,104.70916596998,95.7633641700665,100.451982259347,90.4105324439686,170.623114265055,129.965096772319,200.58198272946,185.249453962569,25757574056,23245447474,0.96816776190889,1.02281141619636,2.29636448181819,1.61887269505527,6.21449307557297,3.72284215980449,2.37186629442252,1.58276752627141,-89.1930384011329,4.88710461802665,57.1792344951148
105,open,27.972802539102,25.4925880314037,24.2660859942355,24.0772448668146,inf,inf,inf,inf,2670678722,2623767450,1.39565878789369,1.39850164350503,0.541423230015909,0.715417442959741,inf,inf,0.387933809260798,0.511559958675993,-98.2120644114249,1.58102242175969,-22.9675577449977
106,open,51.2333817144058,47.3120981879186,49.4437211385701,45.318073934071,335.484896105048,287.674223967498,312.237067111347,296.101330363064,5168701778,5100121896,2.01120310563215,1.84163352475292,1.4856812851314,-4.10465289396683,6.46991760100663,-15.9126812532453,0.738702760039958,-2.22881091096424,-98.6553285706017,10.6760466610325,136.681757405542
107,open,29.3374880500129,33.4851520570105,28.423898908392,32.7910733327764,141.020507916883,129.156434455946,207.442180768759,206.806561322374,24254469635,25279947462,0.914587441359239,0.67386624484117,1.48181109877318,0.988281606896324,3.57146863663185,2.26471089274754,1.6201962018754,1.46658422863911,-104.056487176413,30.216838400956,43.855922406327
108,open,57.8234423049078,47.8524799056781,56.6352354607971,46.6018070949892,180.663550894846,182.92080834628,241.498886186634,250.588830001774,8350412775,8240778547,0.577298726409366,0.51336395910555,0.758725115837163,-6.73755828813197,2.12946485163962,-19.0619543715848,1.314267780489,-13.1243305429369,-98.6696132243487,13.950156014214,111.410945353839
109,open,100.8899197482,231.765434014417,97.7778148501118,222.947710345445,309.170993303259,160.209774573528,315.66406966954,170.934008570427,9383144178,7374632525,0.339056142551794,0.605863654202892,-5.77452875839206,1.34085083785243,-23.6276966792951,3.48902494254306,-17.0311875636052,2.21312308231548,-72.7645866259621,-28.7959458282053,-647.95398031824
110,open,123.747107130891,135.371978148949,118.293498693719,130.215845816821,663.604396323359,544.256103734705,274.853356126232,246.719392397368,13267029866,11534857211,1.58067296190709,1.60158908004362,0.511705405698828,5.20935010298152,3.90740497414053,33.5615560033686,0.323726297615323,3.25261339996127,-84.9831460995621,13.5147794083913,-88.7020943642007
111, close,60.94413552797,0,59.1753189810611,0,161.872136800719,0,216.079880754175,0,20217029417,0,0.107781446277548,0,0.912113452458751,0,2.38857098800054,0,8.46262027427211,0,inf,inf,inf
112,open,201.722247818706,110.406004726265,195.712425116646,107.263778071137,136.229334340112,155.205800263213,106.311268189899,131.445785609436,13581837796,14554872757,1.45931735238638,1.23806467537365,2.12267038769162,1.76690038651363,5.01437012707858,4.50923227125591,1.45456393307492,1.42714708016395,-106.685286620125,9.99084553245525,12.1038742983278
113,open,49.4270495698656,50.3858252579274,49.4270495698656,50.3858252579274,712.327805571965,861.043958419233,460.245188011974,527.199854136177,3172954480,3267279338,0.955673204615277,0.788641099654884,1.59562207145184,-3.82352560269519,12.9616817582467,-36.7457618033147,1.66963148463934,-4.84824542414592,-102.886954197731,17.6813327791539,140.526920808059
114,open,57.3461353053963,60.5726067185775,49.5756420965561,52.9789012590268,282.341099228283,316.202314990308,302.156071641081,319.032529979635,4225438980,4261312524,1.08531850340435,1.05349447282173,1.92389482808245,1.45648155704245,7.35584063368655,6.06190995781755,1.7726545912999,1.38252415614611,-100.84184259657,2.15353356831036,30.9799394769029
115,open,75.3234422908171,781.19972163211,75.3234422908171,781.19972163211,311.565706847672,171.801822830211,337.450915436015,149.171191536377,20820662894,12337489530,0.366704615692146,0.579702788935214,2.49628292166325,7.48451144582248,10.2738444514611,20.3430385396813,6.80733979023301,12.9109460721586,-31.2406843922971,6.75266904970577,-43.7142957863706
116,open,69.7678808479291,64.1009879687302,61.5828316751592,57.7599826247212,107.796098324065,75.5006239155808,134.380262100362,129.527171974887,3306124113,2786803800,1.0304529786417,1.33406468729517,0.0945424882178342,2.50854602681394,0.196455601775148,4.40251392826798,0.0917484739016972,1.88037810362857,-81.3650206376208,-8.36443763239197,-95.528865717949
117,open,18.5831490982539,19.0577420602585,18.5831490982539,19.0577420602585,227.843408475137,235.333056003463,285.502928167659,290.483889207799,4613835067,4537959303,0.988537932927371,1.0902607537113,1.17168490453107,8.52803267195805,3.84129172760332,28.5973125758507,1.18527055513322,7.82201197550971,-98.3279761026098,-7.81411511151015,-86.0310601288606
118,open,42.9573290378745,90.6677691762466,40.7412741504768,85.20293363105,412.844816320229,456.994383370577,434.057436032527,447.343042936736,9172750262,7814107507,1.00623429629791,1.12844976846055,4.20479731796278,4.00417808073037,21.5640850819442,22.3030470098239,4.17874577862521,3.54838841093736,-82.6129503109228,4.67357842566227,23.2684315594087
119,open,192.732303330994,117.948309488899,187.174454385571,115.793130839651,80.8833119988102,45.3974118734433,95.6353749893956,91.851932017004,5428663958,4263862176,0.669817378296452,0.820442968276656,1.26439115648057,1.54117441623423,2.28707260046211,2.24082771366022,1.88766550025366,1.87846623814873,-72.6820020460249,3.94361448257068,4.45264921225611
120,open,9.90439891308794,10.1374249064736,8.66161789081191,8.30244481323196,188.770110100483,193.299814344418,270.073565367456,273.704190820899,2416073842,2469954106,0.782206291524429,0.629459773452163,-0.225522039321843,-5.22285542418091,-0.651240241250539,-15.3186252625999,-0.288315297084004,-8.2973617131037,-102.181427738642,21.5555081957695,95.7762101172095
121,open,9.90439891308794,10.1374249064736,8.66161789081191,8.30244481323196,188.770110100483,193.299814344418,270.073565367456,273.704190820899,2416073842,2469954106,0.782206291524429,0.629459773452163,-0.225522039321843,-5.22285542418091,-0.651240241250539,-15.3186252625999,-0.288315297084004,-8.2973617131037,-102.181427738642,21.5555081957695,95.7762101172095
122,open,194.68914363497,197.153313517103,193.490681632858,192.860911360141,120.59331671394,117.890598088272,150.168589057523,144.507240978681,7601260452,7764896763,0.827413392517707,0.78698907616114,1.05266615326866,2.17644941276343,2.32211118142037,4.74227864255893,1.27223726711207,2.76553954646988,-102.107385532538,2.92094603656951,-52.6530498248363
123,open,25.6447627264476,76.788554703267,25.2073657589365,75.6709954793463,611.30896630209,422.60554393518,610.223179447359,437.692506107332,9935804206,10468115616,0.878068414908135,0.785665491258938,0.318894569005963,1.14876608561905,2.26832566238982,6.00351525029232,0.36317736020527,1.4621567300586,-105.08507385213,6.07796788966374,-73.6518558085333
124,open,62.7862829029563,50.2470210636036,62.7862829029563,50.2470210636036,96.0894868750541,108.788459847693,143.956183292143,160.232338956993,3033176818,2772289871,1.04124728280183,1.08991869342656,7.22129157456854,2.26145619387865,14.160193594323,4.72165955732949,6.93523209504777,2.07488522540057,-90.5894780437987,4.52468554206065,249.370145886566
125,open,77.0677396536568,63.3372487607113,75.8914767221436,61.5619803043143,49.2461231264079,53.6226291267105,131.985501204888,138.342985167284,10913595655,10715343890,0.712307883464462,0.750131430266211,2.97905783096378,4.86554167884947,4.44612831840709,7.47457304830444,4.18226149130133,6.48625225198571,-98.1498329215079,-3.28537904826074,-37.6395152179852
126,open,104.796071238072,67.3744110168544,102.687706144013,65.7915215644328,147.356948597198,188.420434823478,198.221786949558,241.300032985831,15552712179,15838399186,1.03134868120676,0.88784925154746,5.66544716354839,3.36024582882362,14.0138772281398,9.69163563063087,5.49324129344825,3.78470311594784,-101.80376188051,14.0672929638529,65.5609818642201
127,open,71.0959215907548,57.5043050588609,70.9965744871801,57.4334947851669,73.1380823918921,85.8545393750473,121.139888681571,136.48448314594,2397131200,2356434342,1.00773939824403,0.952089813415221,4.86593070083106,4.5029430741508,8.42477910593726,8.36892410878357,4.82856054780616,4.72953602769721,-98.2729475090972,7.67299178907773,9.92739185668851
128,open,131.339162957062,128.781923089293,130.158898992631,127.359399473024,408.012220678723,303.635133958196,279.552779842235,234.184518691704,4303532419,4645996970,0.629230371321155,0.555197697427685,-7.06180621896228,-6.12636544616601,-35.8748385929785,-24.7281633754008,-11.2229265159834,-11.0345656593145,-107.371174652316,4.98038885717365,-6.77241190448595
129,open,218.088942615456,179.275149707813,212.095480087645,175.440226635151,230.507855870282,218.180646173226,229.035427531924,215.390149187372,11726241075,12201664461,0.907971438835526,0.908204207829183,-2.44645070116811,1.76478337597518,-8.08571175735419,5.61519914923551,-2.69441371890032,1.94315701332569,-103.896381411893,-3.92101237307219,-233.22471657449
130,open,82.2622545951364,83.352060874995,79.7175730834876,80.878501246092,255.507184263983,298.498901685065,248.173915122243,270.772600014679,3275525011,3202279551,1.82010868516614,1.91992872579787,4.34779464427054,7.66364781998385,15.4567223174264,30.5395523916471,2.38875550658321,3.99163141683765,-97.7127087490807,-3.03078198356165,-41.9696536787588
131,open,116.650696535629,105.294103104289,115.66937510842,104.382110210226,103.760898961486,109.374829656606,179.526936064619,183.617150520742,10319591931,10558029224,0.349165416044783,0.339704121281186,2.06890929823144,0.0988977656574822,4.21562818477415,0.207067028379543,5.92529844927736,0.291129131093528,-102.258350379046,0.463908492163249,1944.72372435213
132,open,28.3524416026099,26.0391758058172,23.911316773193,21.4624984202483,460.248243023584,515.048353973064,505.230313322836,561.244458875702,9960011401,9965387116,0.934754793359498,0.718723693282363,1.58157079001119,-6.81816417255978,8.86072256321189,-41.9350065145101,1.69196328411116,-9.48648866913191,-100.053943865275,29.9874429109823,123.183918567944
133,open,50.946643126544,55.8874235812819,50.2081731579495,55.0982105407399,-122.881143126335,-115.739965819015,-0.447024903601684,-0.352113372208973,1528395685,949458045,3.03051257371222,3.68838387166439,4.21262894366258,14.4256242517804,-0.963897657980839,-2.27058832640984,1.3900714289076,3.91109622905677,-39.0244104993602,32.2634967011413,-52.9912594617978
134,open,100.803374941294,88.086830641712,98.0164868442632,85.7562400500115,52.9703228804474,61.5878289547364,124.324738436309,133.256313886995,6853219966,6911151195,0.818487047231602,0.813982671956289,2.96317837465426,5.15031616234233,4.53278352723221,8.32228407103387,3.62031187259068,6.32730442524568,-100.838228355385,-0.289492064256127,-42.9483534470835
135,open,41.757077904361,46.3673595248264,39.4813821936241,43.8368744406124,410.020448200488,391.485317264462,440.251955226006,431.327906735388,19126654289,18207112140,0.892904727923166,0.911960693234902,0.238756670717174,0.178229939764627,1.21770784210029,0.875973984912435,0.267393220408302,0.195435988729306,-94.9495442114633,2.85536354789692,40.7254982777628
136,open,46.2645158218095,47.1038849178065,44.4548833161277,44.7277443820751,-1626.01828449115,-1275.22728884411,-930.620984219307,-698.090138935809,15256731663,15189905469,0.603843952328416,0.642010894004728,1.91872057178489,1.44222104901896,-29.2800267537305,-16.9493753335246,3.17751062072631,2.24641211307598,-99.5600618177883,-5.53112134087587,33.6245756155782
137,open,112.895171214304,178.202671285129,112.295305889099,177.107224015911,146.343911274751,147.696348374768,199.485837780012,200.805170324771,5813354385,5549831070,0.853319851409678,0.885756722681651,2.05173464579693,3.37475747707759,5.05432337543532,8.35915103722564,2.40441452569922,3.81002750604074,-95.2516876338004,0.912374758080586,-36.3166855602911
138,open,130.222586871207,124.106235717044,100.376855470265,116.819343878723,160.923182415968,157.288470144582,151.488103557598,169.380222425884,3393626461,2975967353,0.749841316433559,0.820536346791033,5.02806381200008,6.37654078458568,13.1193841121762,16.4061042328058,6.7055038203481,7.77118626069785,-85.9656018209014,4.20952537170214,-10.0809905907646
139,open,87.9641682174012,79.8347260234605,87.4733502932909,79.1733111334975,96.8627796582754,101.729411076984,128.494289060809,138.494816579525,2155606791,2041749152,0.671469108393619,0.727598377374029,3.84377421457103,1.95893873450719,7.56696076259257,3.95175557248027,5.72442449923964,2.69233521599812,-94.4235246093542,-2.56803203196891,107.159175845256
140,open,128.10387560713,143.966162613204,127.478316305063,143.112508640483,415.459647674207,356.872615961017,292.406960904623,300.308639335006,5855913023,5283532100,0.926175176218972,0.995704270822922,1.6179752777725,5.43210539025589,8.34000966626188,24.8178019982215,1.74694303984451,5.45554091654785,-89.1666992427282,3.09391540016031,-66.9878384721947
141, close,91.3324794523982,73.6075076245608,90.9686206201798,73.5047353226416,116.765786056749,5979.20283422311,172.956407471338,3130.44483043325,12354607591,15202507641,0.715965465098518,0.580614679725258,12.5670709778839,-17.5363058447681,27.2411101895195,-1066.06760193317,17.5526217261815,-30.2030011591614,-118.733094021406,0.211551942871594,158.238433147007
142,open,266.430584341189,56.7948987907199,256.67607122382,52.5298391913775,211.133260286689,180.955876571003,266.769488239718,258.614786600736,11394767129,10456889041,0.607603633283518,0.44644662974769,-0.522645740152361,-5.61755375520198,-1.62612473108554,-15.782847394775,-0.860175468879209,-12.5828114289423,-91.0310027741261,48.3043083271147,89.8617468224423
143,open,78.5936452532057,190.66261677744,76.5740346590587,184.495488189799,81.1291663419418,90.2850185681689,157.582004919106,168.214908855049,3968230195,4055390017,0.687390711465518,0.601542722099175,1.50218548498293,0.342527868879942,2.72089604585924,0.65177921889935,2.18534446265687,0.569415697832131,-102.149234022736,11.8153460619346,329.132966103348
144,open,28.1806372110824,117.478774019771,22.9979101150717,106.250770447053,333.770490339302,84.9192475607687,414.315912207121,150.949361883759,7045044874,3511114620,0.312356154766488,0.777913031218559,-3.8975972461634,0.108636726875069,-16.9066266861341,0.200890217912024,-12.4780548956276,0.139651506679217,0.64981171135905,-19.4328914344008,-7298.78236453822
145,open,215.17174174149,81.3177632124859,191.334521436914,74.4740392762328,81.7835772539739,81.4105375850088,133.219189741579,156.131878806475,7632041698,7209664180,0.759622806636296,0.467370836681605,2.93756668099378,1.40706532880426,5.34001379693133,2.55256477715608,3.86713860527923,3.01059719257327,-94.1415091264348,72.0529344847441,121.003509449509
146,open,180.355254828627,182.2228504098,171.677632396558,175.314177231403,116.914777707243,125.401779182081,164.761417471618,177.12567198162,6580992280,6525313445,0.71808782763076,0.706437446852793,2.11118674948514,1.32025113775971,4.57947604463047,2.97586955418206,2.94001188747445,1.86888611814321,-99.146725510287,2.5165201963847,61.272420568534
147,open,123.802181567275,47.4516917062582,123.802181567275,47.2117555242873,150.25487071533,346.813025593134,208.491098252637,381.272172449248,6987995889,4961915600,0.655943152058142,0.815305659370748,1.68010595405203,7.34876586776285,4.20454698319347,32.8352431175067,2.56135908848257,9.01351018884698,-59.167377030758,13.304983917759,-67.8022497065321
148,open,373.713031687622,222.9466462867,367.549323215012,217.296831036561,53.8243079461326,72.6532809395461,102.851747411205,128.522213195336,6633071138,5889669316,0.597168894708151,0.675955152895379,13.5810197758805,6.26280772670803,20.8909096822756,10.8129430190968,22.7423429053816,9.26512313706315,-87.3778682280097,-0.504591670204225,144.223272618525
149,open,55.5580863323797,0,52.8590765192347,0,170.676635322776,0,230.977857741333,0,2799286675,0,0.982538077490759,0,-0.394376399480414,0,-1.0674847686207,0,-0.40138535952478,0,inf,inf,-inf
150,open,223.27077367535,157.576392159731,205.848915138321,144.876662987187,267.188639858067,257.521936086507,253.561068015467,252.308508907926,8817394666,8742415477,0.582258212711832,0.572533572348314,0,2.27823590086738,0,8.14519310139892,0,3.97921800729156,-99.1423515709444,2.57074335702598,-100
151,open,689.987723848221,216.170657226805,686.921691296281,214.008852121689,160.794175315789,116.243576495659,135.770421596711,127.195145357636,11718699898,9531791844,0.558885934617864,0.532474809360724,5.29346907420907,4.08012539892809,13.8050590176799,8.82300908814987,9.47146590444875,7.66256981025373,-77.0566952175252,29.0413792172732,59.5040637520761
152,open,128.513131256903,112.390406314143,128.105511109614,109.662537979689,193.217011782754,200.68221560749,217.856108488441,232.889407091908,9673937329,9511248117,0.47416177498373,0.367598741720429,1.40603341094892,0.21724018494554,4.12272915225157,0.653202601284059,2.9653031626119,0.590970969946242,-98.2895072234609,31.1953016043564,558.296028995483
153,open,119.369069968626,0,117.611620252696,0,134.910422830823,0,125.985901201227,0,9516899723,0,1.50961910960129,0,4.52101144829936,0,10.6203271094299,0,2.99480274166205,0,inf,inf,inf
154,open,0,0,0,0,0,0,0,0,0,0,inf,inf,inf,inf,inf,inf,1.89416763460525,1.60932642094003,0,-7.09847947113135,9.34453762873737
155,open,205.75169174676,136.516646458883,205.251973242225,136.340185416825,152.162925041517,156.803141317132,201.340259614426,220.284315752244,16247821887,15777321472,0.381770737834283,0.285869652716676,1.84419132659095,1.17351333259314,4.65036679249369,3.01361910187454,4.83062514705217,4.10506439365287,-97.0178688706128,37.5296881336979,61.8377463194219
156,open,105.355427140864,43.8481636107977,105.355427140864,43.8481636107977,707.801780180342,961.314567639003,710.492073579649,891.290569446461,25528665910,32685745408,0.996316715361018,0.810474058839001,0.315418421330267,-4.8838895184238,2.54795562252263,-51.8334309264261,0.316584492127058,-6.02596648857576,-121.896638454047,-3.98744563695411,105.044184334326
157,open,45.578735403086,45.071150418858,40.9523464021674,37.0567498973786,193.558099747673,143.172054500367,269.280704359486,227.070282223343,10551433707,7423247216,0.203405474232015,0.285454526616428,2.38121860949868,0.141360818179169,6.99026010088228,0.343750005824814,11.7067577384006,0.495213089996358,-57.859594326085,1.28456173505882,2294.3507367326
158, close,32.6792884932917,39.7632069506495,29.3032704393816,37.2303617693603,121.162948150986,127.350558694913,208.077786593579,208.217448542906,9348482216,9598125016,0.383066355292514,0.287758363471602,0.0560152426779778,0.0456892465214792,0.123884962120545,0.103874757230079,0.14622856302586,0.158776433012305,-102.600953827793,29.6584299967243,19.411713331164
159,open,81.4374753307547,489.38793031235,81.4374753307547,433.445027805948,103.472690049195,61.2500513664075,196.288735825373,154.865481075826,4944331573,6186877054,0.429539467295755,0.400096921014393,-28.4537690530813,1.15429143615887,-57.8956493126897,1.86129553372422,-66.2425020737146,2.88502954042314,-120.08356510328,-14.2026317356291,-2069.97370929459
160,open,265.767580896824,277.127850821244,262.178429775451,272.410157724829,123.556738022377,102.831711975148,170.565428748817,159.821029019693,9981882037,9052037891,0.708032640818915,0.84415679066008,0.0220527951726986,1.92770460200452,0.0493005095308412,3.90999624606949,0.0311465798345005,2.28358596807256,-89.727792159106,-7.50969086504719,-98.7384942639927
161,open,178.583249264735,69.9219524074602,165.916715746229,65.7795023916384,106.597226752859,99.5963649038609,120.504968578634,129.956642036223,3785278849,3529933576,0.840685341012773,0.882534691638628,1.68194094912768,1.604634528681,3.4748433565185,3.20279218923948,2.00067833596509,1.81821127699992,-92.766286744428,2.1487445767629,12.3999080337738
162,open,317.408744083348,374.028638382893,317.408744083348,373.356949497258,61.4949702647416,55.5014989876963,58.5298005974513,63.5179411811275,1977983093,1930640091,0.763352672398196,1.06370816268313,-0.620609146935716,1.30511782685238,-1.0022525573041,2.0294777843111,-0.813004485837421,1.22695103096728,-97.5478079927638,-26.4768690272106,-148.718028499121
163,open,110.008499276648,65.9858965594375,107.758030048365,64.2594063340331,357.776141413082,289.961590244554,405.448738045636,356.844807395269,5712055219,5495022233,0.776121763538575,0.683087174508253,-3.44768631341202,1.3164410248529,-15.7826853735645,5.13361435514808,-4.44219770064554,1.92719329827938,-96.0503711032028,18.1072816315744,-372.238335076037
164,open,39.4484097036881,27.5354006815743,38.7164597383508,26.7017909278013,125.273392308892,118.878813584391,175.855031261172,186.145055938427,2603952900,2362656047,1.47453843731198,1.61242517201659,2.93677301152413,-1.01209645095666,6.61576818747243,-2.21526470418367,1.99165578679505,-0.627685841502264,-89.7870511746139,0.788075101359502,419.801945086302
165,open,147.051806036905,141.802704361123,138.147287964279,130.357202676951,67.9412045501879,67.1181840089978,72.1043983974771,72.2613643854265,1891230120,1888744546,3.50650111896484,3.46524102682968,-0.451328630489451,7.63227903452011,-0.757966738523851,12.7549261209895,-0.128711959636473,2.20252472351189,-99.8684007318372,1.32385082568993,-105.921200910242
166,open,220.725185953433,214.947128023269,214.112986642499,213.734949600883,53.7139456668375,57.6701470185998,104.729558594558,105.953142286567,4855564448,4979695569,1.03025734156623,1.04624908246073,0.0109539684972996,3.92518914643716,0.0168377771843016,6.18885149794559,0.0106322644405009,3.75167750418027,-102.492745174479,-3.9831271309781,-99.7278879162839
167,open,141.368280438775,274.900297754038,116.49922799938,254.100796725227,49.0702016229366,47.7417759884886,138.879123079782,138.827396400474,10607065904,10477339136,0.398440399564807,0.390999733885105,0.224635994681758,0.092709187646935,0.334865330189786,0.136970200334082,0.563788197499838,0.237108058171153,-98.761834791104,3.16471215014571,145.301857546892
168,open,148.881354278708,327.940713339499,146.553185731256,327.940713339499,142.212991701216,118.436424279779,206.60741694165,176.788502998689,8588501022,7304739972,0.569003424169355,0.676547191678735,2.11275352398741,5.22183956529753,5.11736351772278,11.4063996280627,3.71307699434615,7.71836706962074,-82.4256434189195,-1.1152328884225,-52.4294775641816
169,open,753.463630642538,371.149135974326,739.024849100892,362.332252070466,42.1141025434352,45.7166283139877,119.022109160078,122.413100300267,6004925221,6096485148,0.319452642522757,0.293994936014564,0.693267400806489,0.707570935593133,0.985230744882342,1.03104851027605,2.17017269079908,2.40674531740261,-101.501847782407,7.02733671562334,-3.49298630406405
170,open,694.246270051738,662.256749434114,690.774118365227,651.840621978615,74.4829795746332,71.8703018073752,121.013348226805,127.849363146531,4912514099,4616903273,0.276624932491619,0.319289775599334,2.62996181581035,3.28161860972997,4.58883573790103,5.64012780870989,9.5073202264226,10.2778693854825,-93.5972055613824,-7.81519460417199,-14.726444554107
171,open,102.048195418369,47.275619433801,79.5306475247565,38.2986661242383,370.646344459232,381.675990194865,386.90600635759,414.734306298541,2553372786,2497424034,0.884445554672721,0.918951743378634,0.941438012177514,1.21258174774176,4.43084358966313,5.84071514035733,1.06443862734533,1.3195271204161,-97.7597415882,-1.59881330825361,-20.6215450438902
172,open,24.09445270975,264.554782758621,21.6368271536057,264.541989655172,-1314.73499402959,205.168510344516,-1185.15693996246,296.782312585349,6767179277,2791825267,0.164695218255557,0,-21.7511319820174,-0.105815361545691,264.218611783128,-0.322915162544648,-132.068995156047,-inf,42.3926510369246,inf,-49725.6062934554
173,open,1393.0643173061,1969.15121093929,1389.21845634001,1959.22259808118,96.2939241649648,94.5183887062961,145.394139412056,154.230940910437,5439428769,5140038791,0.507098947911602,0.492634532337326,2.36457912148826,2.82844141671771,4.64152514755476,5.50183866930082,4.66295410634624,5.74145990801343,-94.1753362148897,8.9318189163867,-11.5305026132838
174,open,215.370590599326,219.912402058103,200.00383973762,202.113550474594,42.6149988474847,43.2697818762871,132.521385070007,132.77146219526,3120894457,3089000769,0.559783726451086,0.525073149310051,1.03376087991815,0.763955232281783,1.47429806698102,1.09451699492259,1.8467147776374,1.45495010225837,-98.9675079294226,7.71136360376261,36.7140815192166
175,open,160.867857270447,161.805896456117,154.211735433334,159.699018969447,124.422076292456,144.551923045888,167.053080219293,162.760451982941,26150410999,23942753314,1.14104485291421,0.922869069075687,7.27301276860517,4.6994983210309,16.3222462643192,11.4927135175903,6.37399375671345,5.09226983383217,-90.7794326907711,35.0414379857652,69.0313574705284
176,open,191.510956208967,267.707816287782,188.708971081332,265.512221268729,40.5467974811453,89.0469140095929,126.675298728344,161.004146424195,31870828598,30371209827,0.528108347991185,0.462242841163326,6.13470903960964,1.14067006211922,8.62213708995767,2.15640155146769,11.6163833859942,2.46768572823864,-95.0623673553273,19.8903149665065,464.371648699608
177, close,191.510956208967,267.707816287782,188.708971081332,265.512221268729,40.5467974811453,89.0469140095929,126.675298728344,161.004146424195,31870828598,30371209827,0.528108347991185,0.462242841163326,6.13470903960964,1.14067006211922,8.62213708995767,2.15640155146769,11.6163833859942,2.46768572823864,-95.0623673553273,19.8903149665065,464.371648699608
178,open,173.513000195778,234.759236927489,161.852400025299,219.239846288843,113.22801829383,116.118911119352,180.422082032074,189.894062722801,3511710033,3245450565,0.472992330913217,0.483532450293231,4.13560349901475,5.13108179172034,8.81826538543943,11.0892380969093,8.7434895424838,10.6116596489205,-91.7959166942356,5.8454330129948,-12.7885300427127
179,open,271.75031117009,256.092536687727,257.498068154982,239.958192585187,156.665211493177,161.459835075518,186.520095096735,194.440585969693,7024092248,6987057526,1.08939114405549,1.10581605507737,0.916124856109663,1.81614570264811,2.35137379947543,4.74849155887483,0.840951260810875,1.64235787164532,-99.469952524905,-0.963145789031521,-49.2892694988449
180,open,61.7447963551154,45.4755881127362,61.2956023377848,44.4966076694204,124.19947622018,128.863757950656,199.146741798655,210.987582965641,6439924785,6484028880,0.715747365673619,0.537947071574425,0.60977841063403,1.67872901269373,1.36712000274524,3.84200230425881,0.851946426739752,3.12062115661405,-100.680195844532,32.1466217400184,-63.9232586888912
